nom,image,ville,date,nature d'annonce,prix
 ISUZU Demax -2017 ,https://www.avito.ma/thumbs/07/0773137650.jpg,Errachidia,15 Fév,Annonce de professionnel,185 000
 KIA OPTIMA toute option neuf -2017 ,https://www.avito.ma/thumbs/83/8376329512.jpg,Rabat,22 Jan,Annonce de professionnel,195 000
 Hyundai Tucson Diesel -2016 ,https://www.avito.ma/thumbs/54/5451352107.jpg,Casablanca,24 Déc,Annonce de professionnel,195 000
 Hyundai santafe -2014 ,https://www.avito.ma/thumbs/27/2706070637.jpg,Oujda,6 Mar,Annonce de professionnel,198 000
 BMW Série 3 -2012 ,https://www.avito.ma/thumbs/54/5420130545.jpg,Rabat,24 Déc,Annonce de professionnel,195 000
 Kia Optima -2017 ,https://www.avito.ma/thumbs/53/5352739018.jpg,Meknès,23 Déc,Annonce de professionnel,195 000
 Kia automatique -2017 ,https://www.avito.ma/thumbs/53/5343938329.jpg,Meknès,23 Déc,Annonce de professionnel,195 000
 caddy a vendre -2018 ,https://www.avito.ma/thumbs/51/5198833740.jpg,Nador,21 Déc,Annonce de professionnel,195 000
 Guilietta -2019 ,https://www.avito.ma/thumbs/32/3266360513.jpg,Rabat,11 Mar,Annonce de professionnel,200 000
 skoda superb -2017 ,https://www.avito.ma/thumbs/23/2394198465.jpg,Casablanca,2 Mar,Annonce de professionnel,198 000
 Audi A6 Diesel -2011 ,https://www.avito.ma/thumbs/19/1903576818.jpg,Casablanca,27 Fév,Annonce de professionnel,198 000
 Tiguan première main neuve -2016 ,https://www.avito.ma/thumbs/18/1803830588.jpg,Tanger,27 Fév,Annonce de professionnel,198 000
 Audi a5 sport back -2012 ,https://www.avito.ma/thumbs/16/1610976435.jpg,Fès,26 Fév,Annonce de professionnel,198 000
 Tiguan Diesel 4 Motion Automatique panoramique -2012 ,https://www.avito.ma/thumbs/12/1205031215.jpg,Casablanca,24 Fév,Annonce de professionnel,198 000
 Mercedes CLA 220 diesel -2019 ,https://www.avito.ma/thumbs/07/0732134766.jpg,Casablanca,20 Fév,Annonce de professionnel,198 000
 golf 7 -2013 ,https://www.avito.ma/thumbs/04/0424448950.jpg,Casablanca,15 Fév,Annonce de professionnel,198 000
 Volkswagen Touran Confortline Diesel 2L TDI 110 Cv -2017 ,https://www.avito.ma/thumbs/62/6210494041.jpg,Casablanca,3 Sept,Annonce de professionnel,199 000
 Mitsubishi FB40 ,https://www.avito.ma/thumbs/32/3204984574.jpg,Casablanca,11 Mar,Annonce de professionnel,200 000
 camion mitsubishi fuso -2010 ,https://www.avito.ma/thumbs/32/3271388296.jpg,Oujda,11 Mar,Annonce de professionnel,200 000
 Passat -2016 ,https://www.avito.ma/thumbs/32/3229590448.jpg,Rabat,11 Mar,Annonce de professionnel,200 000
 Ford Kuga première main -2017 ,https://www.avito.ma/thumbs/41/4119967520.jpg,Fès,Aujourd'hui,Annonce de professionnel,200 000
 BMW Serie 1 120D Pack M 190Ch -2014 ,https://www.avito.ma/thumbs/36/3639687023.jpg,Rabat,Aujourd'hui,Annonce de professionnel,200 000
 Mercedes Benz C 220 -2011 ,https://www.avito.ma/thumbs/38/3826247176.jpg,Fès,Hier,Annonce de professionnel,200 000
 Volkswagen tiguan diwana -2012 ,https://www.avito.ma/thumbs/34/3436207056.jpg,Salé,25 Mar,Annonce de professionnel,200 000
 KIA K2500 2.5L CRDI SOUS GARANTIE CONSTRUCTEUR -2019 ,https://www.avito.ma/thumbs/45/4522993826.jpg,Casablanca,24 Mar,Annonce de professionnel,200 000
 audi q5 -2011 ,https://www.avito.ma/thumbs/44/4413974551.jpg,Béni Mellal,23 Mar,Annonce de professionnel,200 000
 KIFAL - Audi A3 Prestige -2015 ,https://www.avito.ma/thumbs/14/1439340871.jpg,Casablanca,23 Mar,Annonce de professionnel,200 000
 BMW X6 tt options -2012 ,https://www.avito.ma/thumbs/34/3404609129.jpg,Tanger,23 Mar,Annonce de professionnel,200 000
 Mercedes sprinter 312 dédouaner 2009 -1997 ,https://www.avito.ma/thumbs/20/2061861415.jpg,Tanger,20 Mar,Annonce de professionnel,200 000
 Mercedes E350 Americaine Full option -2010 ,https://www.avito.ma/thumbs/20/2016502995.jpg,Casablanca,28 Fév,Annonce de professionnel,200 000
 mercedece -2009 ,https://www.avito.ma/thumbs/10/1098419695.jpg,Agadir,18 Fév,Annonce de professionnel,200 000
 hyundai grand santa fe -2013 ,https://www.avito.ma/thumbs/89/8989502841.jpg,Casablanca,28 Jan,Annonce de professionnel,200 000
 Mercedes 220 -2010 ,https://www.avito.ma/thumbs/89/8971542629.jpg,Guercif,28 Jan,Annonce de professionnel,200 000
 Passat -2017 ,https://www.avito.ma/thumbs/89/8937727765.jpg,Fès,28 Jan,Annonce de professionnel,200 000
 Tiguan 2.0 tdi de l'allemagne non dedouanée -2018 ,https://www.avito.ma/thumbs/37/3729806676.jpg,Fès,7 Déc,Annonce de professionnel,200 000
 Land Rover Range Rover Diesel pack autobiography -2011 ,https://www.avito.ma/thumbs/21/2190442201.jpg,Casablanca,21 Nov,Annonce de professionnel,200 000
 passat limousine -2017 ,https://www.avito.ma/thumbs/17/1748365082.jpg,Marrakech,17 Nov,Annonce de professionnel,200 000
 Volvo V40 Diesel -2018 ,https://www.avito.ma/thumbs/81/8194825861.jpg,Marrakech,12 Oct,Annonce de professionnel,200 000
 Volkswagen -2012 ,https://www.avito.ma/thumbs/75/7562075483.jpg,Safi,6 Oct,Annonce de professionnel,200 000
 tiguan 2.0 tdi dewana -2014 ,https://www.avito.ma/thumbs/70/7073809059.jpg,Taza,1 Oct,Annonce de professionnel,200 000
 Tiguan Volkswagen -2012 ,https://www.avito.ma/thumbs/83/8387887444.jpg,Rabat,28 Mar,Annonce de professionnel,200 000
 Voiture -2013 ,https://www.avito.ma/thumbs/72/7234396194.jpg,Casablanca,11 Jan,Annonce de professionnel,200 500
 Audi A4 Diesel -2013 ,https://www.avito.ma/thumbs/74/7462075696.jpg,Casablanca,13 Jan,Annonce de professionnel,200 000
 FORD FUSION TUTANUIM -2016 ,https://www.avito.ma/thumbs/74/7489341870.jpg,Casablanca,13 Jan,Annonce de professionnel,200 000
 Mini country man trés bon état -2014 ,https://www.avito.ma/thumbs/74/7479957570.jpg,Casablanca,13 Jan,Annonce de professionnel,200 000
 Nissan -2017 ,https://www.avito.ma/thumbs/62/6208357678.jpg,Fès,1 Jan,Annonce de professionnel,200 000
 passat cc -2016 ,https://www.avito.ma/thumbs/60/6046046588.jpg,Agadir,30 Déc,Annonce de professionnel,200 000
 Audi A6 2l -2013 ,https://www.avito.ma/thumbs/21/2137850431.jpg,Fès,6 Mar,Annonce de professionnel,205 000
 Audi A6 -2013 ,https://www.avito.ma/thumbs/79/7970338871.jpg,Casablanca,18 Jan,Annonce de professionnel,208 000
 PASSAT CC EN TRES BON ÉTAT -2016 ,https://www.avito.ma/thumbs/53/5302357044.jpg,Casablanca,23 Déc,Annonce de professionnel,208 000
 VW TIGUAN 2.0 TDI SPORTLINE TTESOPTIONS DOUANE2016 -2012 ,https://www.avito.ma/thumbs/37/3762826545.jpg,Tanger,Hier,Annonce de professionnel,209 000
 Audi A6 2.0 -2012 ,https://www.avito.ma/thumbs/21/2118934350.jpg,Rabat,29 Fév,Annonce de professionnel,209 000
 Volkswagen touran -2018 ,https://www.avito.ma/thumbs/19/1949644631.jpg,Casablanca,27 Fév,Annonce de professionnel,209 000
 Bateau de plaisance Mariah R18 ,https://www.avito.ma/thumbs/78/7857234319.jpg,Tétouan,17 Jan,Annonce de professionnel,209 000
 TIGUAN origine allemande -2012 ,https://www.avito.ma/thumbs/69/6984874281.jpg,Fès,8 Jan,Annonce de professionnel,209 000
 pack prestige BERLINE -2016 ,https://www.avito.ma/thumbs/21/2105309017.jpg,Kénitra,29 Fév,Annonce de professionnel,210 000
 Mercedes-Benz Classe A Diesel -2015 ,https://www.avito.ma/thumbs/06/0613834354.jpg,Casablanca,14 Fév,Annonce de professionnel,210 000
 Mercedes-Benz Classe A Diesel -2015 ,https://www.avito.ma/thumbs/06/0641238692.jpg,Casablanca,14 Fév,Annonce de professionnel,210 000
 santafe tres bon etat -2014 ,https://www.avito.ma/thumbs/06/0653877262.jpg,Meknès,14 Fév,Annonce de professionnel,210 000
 Mercedes c200 -2013 ,https://www.avito.ma/thumbs/36/3684664880.jpg,Casablanca,6 Déc,Annonce de professionnel,210 000
 mohamed ,https://www.avito.ma/thumbs/12/1219152474.jpg,Al Hoceima,12 Nov,Annonce de professionnel,210 000
 Audi Q3 -2013 ,https://www.avito.ma/thumbs/03/0390821626.jpg,Casablanca,3 Nov,Annonce de professionnel,210 000
 Mercedes Sprinter -2011 ,https://www.avito.ma/thumbs/69/6987437670.jpg,Fès,14 Oct,Annonce de professionnel,210 000
 Voiture -2017 ,https://www.avito.ma/thumbs/09/0929347151.jpg,Nouaceur,13 Jan,Annonce de professionnel,210 000
 Passat cc 140 Cv dsg -2016 ,https://www.avito.ma/thumbs/91/9126210935.jpg,Rabat,30 Jan,Annonce de professionnel,212 000
 Bmw F30 320 D pack M -2012 ,https://www.avito.ma/thumbs/69/6961786249.jpg,Rabat,8 Jan,Annonce de professionnel,212 000
 Jeep Grand Cherokee Diesel -2016 ,https://www.avito.ma/thumbs/13/1368963249.jpg,Fès,17 Mar,Annonce de professionnel,213 000
 Megane Sedan 1.6 dCi 130 Intens -2018 ,https://www.avito.ma/thumbs/69/6982018075.jpg,Casablanca,11 Mar,Annonce de professionnel,213 000
 Volkswagen Caddy -2016 ,https://www.avito.ma/thumbs/29/2990899511.jpg,Fquih Ben Saleh,8 Mar,Annonce de professionnel,213 000
 Volkswagen Touran -2016 ,https://www.avito.ma/thumbs/00/0072028597.jpg,Casablanca,8 Fév,Annonce de professionnel,213 000
 Série 3 BMW 318D Boîte auto Cuir Noir -2014 ,https://www.avito.ma/thumbs/96/9657736349.jpg,Agadir,4 Fév,Annonce de professionnel,213 000
 Megane 1.5 dCi 110 Intens EDC -2018 ,https://www.avito.ma/thumbs/74/7495751415.jpg,Casablanca,15 Mar,Annonce de professionnel,214 000
 Bmw série 1 dédouané en 2018 -2016 ,https://www.avito.ma/thumbs/75/7578208699.jpg,Casablanca,14 Jan,Annonce de professionnel,214 000
 Ford Kuga 6 CV -2017 ,https://www.avito.ma/thumbs/85/8561520285.jpg,Nouaceur,24 Jan,Annonce de professionnel,215 000
 Mercedes-Benz -2012 ,https://www.avito.ma/thumbs/83/8394072119.jpg,Temara,22 Jan,Annonce de professionnel,215 000
 Range Rover Evoque -2012 ,https://www.avito.ma/thumbs/83/8384446553.jpg,Marrakech,22 Jan,Annonce de professionnel,215 000
 Jeep grand cheroke -2016 ,https://www.avito.ma/thumbs/77/7744098812.jpg,Casablanca,16 Jan,Annonce de professionnel,215 000
 Tiguan Volkswagen -2012 ,https://www.avito.ma/thumbs/73/7359843373.jpg,Midelt,12 Jan,Annonce de professionnel,215 000
 برشيد -2018 ,https://www.avito.ma/thumbs/36/3649981832.jpg,Berrechid,15 Mar,Annonce de professionnel,220 000
 traks engin btp a vendre -1996 ,https://www.avito.ma/thumbs/36/3663204013.jpg,Tanger,15 Mar,Annonce de professionnel,220 000
 Kadjar 1.5 dCi 110 Explore eco2 -2019 ,https://www.avito.ma/thumbs/31/3146208189.jpg,Casablanca,15 Mar,Annonce de professionnel,220 000
 Bmw 320d -2013 ,https://www.avito.ma/thumbs/17/1757707178.jpg,Salé,25 Fév,Annonce de professionnel,218 000
 touran -2015 ,https://www.avito.ma/thumbs/88/8836497713.jpg,Salé,27 Jan,Annonce de professionnel,218 000
 Tucson Hyundai -2017 ,https://www.avito.ma/thumbs/82/8256809224.jpg,Salé,21 Jan,Annonce de professionnel,218 000
 Tucson Hyundai -2017 ,https://www.avito.ma/thumbs/82/8245797789.jpg,Salé,21 Jan,Annonce de professionnel,218 000
 touran -2015 ,https://www.avito.ma/thumbs/82/8229336846.jpg,Salé,21 Jan,Annonce de professionnel,218 000
 BMW 520D -2013 ,https://www.avito.ma/thumbs/56/5650406414.jpg,Rabat,26 Déc,Annonce de professionnel,218 000
 Megane 1.5 dCi 110 Intens EDC -2019 ,https://www.avito.ma/thumbs/12/1280029361.jpg,Casablanca,21 Mar,Annonce de professionnel,219 000
 Touran 1.6 tdi -2016 ,https://www.avito.ma/thumbs/31/3151651506.jpg,Taourirt,10 Mar,Annonce de professionnel,220 000
 Mini one -2018 ,https://www.avito.ma/thumbs/31/3162848549.jpg,Tanger,10 Mar,Annonce de professionnel,220 000
 تراكتور دوتس -2017 ,https://www.avito.ma/thumbs/31/3132286913.jpg,Laattaouia,10 Mar,Annonce de professionnel,220 000
 Sprinter -2012 ,https://www.avito.ma/thumbs/11/1188519763.jpg,Meknès,19 Fév,Annonce de professionnel,220 000
 Jeep Grand Cherokee -2016 ,https://www.avito.ma/thumbs/10/1012510090.jpg,Fès,18 Fév,Annonce de professionnel,220 000
 Peugeot pick up ,https://www.avito.ma/thumbs/10/1093307383.jpg,Casablanca,18 Fév,Annonce de professionnel,220 000
 Volkswagen Tiguan Diesel -2011 ,https://www.avito.ma/thumbs/97/9715460996.jpg,Tanger,5 Fév,Annonce de professionnel,220 000
 Range Rover Autobiographie -2011 ,https://www.avito.ma/thumbs/22/2232301867.jpg,Casablanca,1 Mar,Annonce de professionnel,220 000
 Golf 7 bleu motion -2014 ,https://www.avito.ma/thumbs/54/5482546882.jpg,Marrakech,24 Déc,Annonce de professionnel,220 000
 Isuzu ,https://www.avito.ma/thumbs/54/5420662605.jpg,Safi,24 Déc,Annonce de professionnel,220 000
 mercedes -2011 ,https://www.avito.ma/thumbs/54/5412498120.jpg,Safi,24 Déc,Annonce de professionnel,220 000
 Rav 4 hybride -2016 ,https://www.avito.ma/thumbs/08/0867812821.jpg,Casablanca,16 Fév,Annonce de professionnel,223 000
 Grue Mobile ph ,https://www.avito.ma/thumbs/59/5963764553.jpg,Tanger,29 Déc,Annonce de professionnel,223 000
 Land Rover Range Rover automatique -2012 ,https://www.avito.ma/thumbs/19/1996495057.jpg,Fès,Aujourd'hui,Annonce de professionnel,225 000
 Land rover evoque -2013 ,https://www.avito.ma/thumbs/92/9234689875.jpg,Casablanca,Aujourd'hui,Annonce de professionnel,225 000
 Audi a3 automatique -2015 ,https://www.avito.ma/thumbs/94/9400948078.jpg,Casablanca,Aujourd'hui,Annonce de professionnel,225 000
 Peugeot 5008 8 CV Diesel -2017 ,https://www.avito.ma/thumbs/86/8682057249.jpg,Casablanca,Aujourd'hui,Annonce de professionnel,225 000
 Peugeot 3008 Essence -2018 ,https://www.avito.ma/thumbs/90/9072715981.jpg,Casablanca,Aujourd'hui,Annonce de professionnel,225 000
 AUDI Q5 2.0 TDI 177 QUATTRO S-LINE FULL DOUANE2014 -2011 ,https://www.avito.ma/thumbs/14/1453652978.jpg,Tanger,23 Mar,Annonce de professionnel,225 000
 Rang rover évoque en bon état -2014 ,https://www.avito.ma/thumbs/78/7868451958.jpg,Tanger,17 Jan,Annonce de professionnel,225 000
 Volkswagen Touareg Diesel 3.0 TDI -2016 ,https://www.avito.ma/thumbs/46/4684109530.jpg,Casablanca,8 Jan,Annonce de professionnel,228 000
 Mercedes-Benz Klasse C diesel -2013 ,https://www.avito.ma/thumbs/76/7603452739.jpg,Tanger,15 Jan,Annonce de professionnel,225 000
 VOLVO FH 460 automatique -2004 ,https://www.avito.ma/thumbs/71/7131412122.jpg,Rabat,13 Jan,Annonce de professionnel,225 000
 Golf 7 GTD -2013 ,https://www.avito.ma/thumbs/72/7299247012.jpg,Nador,11 Jan,Annonce de professionnel,225 000
 Rav 4 -2016 ,https://www.avito.ma/thumbs/64/6446443366.jpg,Casablanca,3 Jan,Annonce de professionnel,225 000
 Skoda Octavia Diesel -2019 ,https://www.avito.ma/thumbs/56/5611238953.jpg,Laâyoune,26 Déc,Annonce de professionnel,225 000
 Mercedes classe C 220 -2013 ,https://www.avito.ma/thumbs/54/5430733618.jpg,Casablanca,24 Déc,Annonce de professionnel,225 000
 Golf 7 -2019 ,https://www.avito.ma/thumbs/66/6649571671.jpg,Tanger,5 Jan,Annonce de professionnel,228 000
 Vw coccinelle new beetle -2018 ,https://www.avito.ma/thumbs/39/3928974383.jpg,Agadir,9 Déc,Annonce de professionnel,228 000
 Passat B8 automatique -2018 ,https://www.avito.ma/thumbs/15/1591125203.jpg,Rabat,Hier,Annonce de professionnel,229 000
 Mercedes C220 BVA - Ded 2014 -2011 ,https://www.avito.ma/thumbs/33/3383895813.jpg,Casablanca,12 Mar,Annonce de professionnel,229 000
 Volkswagen Touran -2016 ,https://www.avito.ma/thumbs/29/2944492479.jpg,Tanger,8 Mar,Annonce de professionnel,229 000
 Hyundai Santa fe automatique -2013 ,https://www.avito.ma/thumbs/87/8754055815.jpg,Rabat,26 Jan,Annonce de professionnel,229 000
 KIFAL - AUDI A6 Premium 1er Main -2014 ,https://www.avito.ma/thumbs/24/2427969992.jpg,Casablanca,Aujourd'hui,Annonce de professionnel,230 000
 range sport nqia bazaf -2013 ,https://www.avito.ma/thumbs/32/3265992423.jpg,Casablanca,11 Mar,Annonce de professionnel,230 000
 Picasso -2018 ,https://www.avito.ma/thumbs/04/0487554084.jpg,Rabat,12 Fév,Annonce de professionnel,230 000
 Jeep Grand Cherokee Diesel TOIT panoramique -2014 ,https://www.avito.ma/thumbs/20/2059488783.jpg,Rabat,Aujourd'hui,Annonce de professionnel,230 000
 Groupe électrogene Caterpillar 500 KVA ,https://www.avito.ma/thumbs/99/9954679643.jpg,Casablanca,Aujourd'hui,Annonce de professionnel,230 000
 BMW 318d pack m -2014 ,https://www.avito.ma/thumbs/48/4895757504.jpg,Sidi Kacem,Hier,Annonce de professionnel,230 000
 Audi Audi a4 -2014 ,https://www.avito.ma/thumbs/32/3225464899.jpg,Fès,11 Mar,Annonce de professionnel,230 000
 Mercedes AMG -2011 ,https://www.avito.ma/thumbs/31/3151723653.jpg,Berkane,11 Mar,Annonce de professionnel,230 000
 Mercedes -2011 ,https://www.avito.ma/thumbs/31/3148327112.jpg,Berkane,10 Mar,Annonce de professionnel,230 000
 Mercedes -2011 ,https://www.avito.ma/thumbs/31/3150294508.jpg,Berkane,10 Mar,Annonce de professionnel,230 000
 mutsubishi frigo -2019 ,https://www.avito.ma/thumbs/02/0211316569.jpg,Laâyoune,10 Fév,Annonce de professionnel,230 000
 megane gt lik emporte neuf -2019 ,https://www.avito.ma/thumbs/83/8349968698.jpg,Tanger,22 Jan,Annonce de professionnel,230 000
 Audi A6 Diesel -2014 ,https://www.avito.ma/thumbs/61/6193517679.jpg,Casablanca,31 Déc,Annonce de professionnel,230 000
 canter fusoo ww -2016 ,https://www.avito.ma/thumbs/23/2370420655.jpg,Casablanca,2 Mar,Annonce de professionnel,235 000
 Volvo XC60 Diesel -2017 ,https://www.avito.ma/thumbs/08/0816532355.jpg,Casablanca,Aujourd'hui,Annonce de professionnel,235 000
 fuso Canter -2016 ,https://www.avito.ma/thumbs/22/2288721189.jpg,Casablanca,1 Mar,Annonce de professionnel,235 000
 KIFAL - Audi A3 Diesel -2018 ,https://www.avito.ma/thumbs/09/0911965770.jpg,Casablanca,1 Mar,Annonce de professionnel,235 000
 Camion Renault -2005 ,https://www.avito.ma/thumbs/20/2017643430.jpg,Tanger,28 Fév,Annonce de professionnel,235 000
 Alfa Romeo GIULIA Diesel -2017 ,https://www.avito.ma/thumbs/79/7934777129.jpg,Casablanca,Aujourd'hui,Annonce de professionnel,235 000
 golf 7 GTD -2016 ,https://www.avito.ma/thumbs/49/4927107974.jpg,Marrakech,Aujourd'hui,Annonce de professionnel,235 000
 volkswagen golf 7 2.0 l pack GTD -2018 ,https://www.avito.ma/thumbs/48/4859234896.jpg,Kénitra,Aujourd'hui,Annonce de professionnel,235 000
 Audi Q5 -2015 ,https://www.avito.ma/thumbs/42/4206303786.jpg,Salé,Hier,Annonce de professionnel,235 000
 Audi A3 Diesel -2016 ,https://www.avito.ma/thumbs/28/2823619392.jpg,Mohammedia,Hier,Annonce de professionnel,235 000
 Volkswagen Touran 2.0 DSG D2019 -2016 ,https://www.avito.ma/thumbs/66/6624068773.jpg,Tanger,25 Mar,Annonce de professionnel,235 000
 BMW X3 sDrive 1.8 D BVA 8 Confort -2014 ,https://www.avito.ma/thumbs/00/0015005068.jpg,Rabat,20 Mar,Annonce de professionnel,235 000
 Mitsubishi L200 2.5 Sportero -2016 ,https://www.avito.ma/thumbs/40/4022365958.jpg,Fès,20 Mar,Annonce de professionnel,235 000
 Land Rover Range Rover Evoque Diesel -2013 ,https://www.avito.ma/thumbs/39/3969596886.jpg,Casablanca,19 Mar,Annonce de professionnel,235 000
 Mercedes c220 pack amg -2011 ,https://www.avito.ma/thumbs/58/5820595302.jpg,Rabat,28 Déc,Annonce de professionnel,235 000
 Bmw serie 316 -2015 ,https://www.avito.ma/thumbs/19/1967305835.jpg,Casablanca,27 Fév,Annonce de professionnel,240 000
 Volvo XC60 8CV-Diesel -2017 ,https://www.avito.ma/thumbs/08/0887594728.jpg,Casablanca,Aujourd'hui,Annonce de professionnel,240 000
 Volkswagen -2014 ,https://www.avito.ma/thumbs/57/5702013413.jpg,Khouribga,27 Déc,Annonce de professionnel,235 000
 Volkswagen -2014 ,https://www.avito.ma/thumbs/56/5647146014.jpg,Khouribga,26 Déc,Annonce de professionnel,235 000
 Volkswagen touran 2 litre 7 place -2016 ,https://www.avito.ma/thumbs/19/1944212654.jpg,Oujda,27 Fév,Annonce de professionnel,240 000
 Moissoneuse deutz fahr 1102 -2019 ,https://www.avito.ma/thumbs/48/4887072299.jpg,Nador,Hier,Annonce de professionnel,240 000
 Mercedes AMG C63 -2009 ,https://www.avito.ma/thumbs/40/4046026261.jpg,Casablanca,Hier,Annonce de professionnel,240 000
 BMW SÉRIE 3 Pack Sport -2014 ,https://www.avito.ma/thumbs/80/8039134779.jpg,Rabat,Hier,Annonce de professionnel,240 000
 BMW SERIE 418 D -2014 ,https://www.avito.ma/thumbs/07/0762584044.jpg,Casablanca,23 Mar,Annonce de professionnel,240 000
 Bmw 525 d luxury -2014 ,https://www.avito.ma/thumbs/25/2525036368.jpg,Casablanca,21 Mar,Annonce de professionnel,240 000
 Voiture BMW X1 -2011 ,https://www.avito.ma/thumbs/06/0618416690.jpg,Rabat,14 Fév,Annonce de professionnel,240 000
 Volkswagen Touareg Diesel -2015 ,https://www.avito.ma/thumbs/31/3175084948.jpg,Marrakech,10 Mar,Annonce de professionnel,240 000
 classe C200 -2015 ,https://www.avito.ma/thumbs/71/7165045546.jpg,Casablanca,10 Jan,Annonce de professionnel,240 000
 toyota hybride CH-R -2019 ,https://www.avito.ma/thumbs/05/0557207847.jpg,Casablanca,13 Fév,Annonce de professionnel,240 000
 BMW série 5 pack M -2013 ,https://www.avito.ma/thumbs/31/3153548778.jpg,Fès,10 Mar,Annonce de professionnel,240 000
 Jeep Grand Cherokee Diesel automatique -2017 ,https://www.avito.ma/thumbs/20/2078166663.jpg,Marrakech,10 Mar,Annonce de professionnel,240 000
 Mercedes-Benz 220 Diesel W204 -2011 ,https://www.avito.ma/thumbs/53/5318608657.jpg,Oujda,23 Déc,Annonce de professionnel,240 000
 Volkswagen touran -2016 ,https://www.avito.ma/thumbs/71/7127347441.jpg,Casablanca,10 Jan,Annonce de professionnel,240 000
 Tiguan R line -2017 ,https://www.avito.ma/thumbs/57/5780873162.jpg,Rabat,27 Déc,Annonce de professionnel,245 000
 Megane rs 280cv -2018 ,https://www.avito.ma/thumbs/53/5374135001.jpg,Tanger,23 Déc,Annonce de professionnel,240 000
 الات الحصاد ,https://www.avito.ma/thumbs/52/5215892699.jpg,Ben Ahmed,22 Déc,Annonce de professionnel,240 000
 Golf 7 TDI pack r-line -2014 ,https://www.avito.ma/thumbs/52/5291760162.jpg,Casablanca,22 Déc,Annonce de professionnel,240 000
 Mercedes GLK -2013 ,https://www.avito.ma/thumbs/51/5180456952.jpg,Casablanca,21 Déc,Annonce de professionnel,240 000
 touareg -2012 ,https://www.avito.ma/thumbs/75/7509024044.jpg,Rabat,27 Déc,Annonce de professionnel,245 000
 Volkswagen COCCINELLE Diesel -2019 ,https://www.avito.ma/thumbs/16/1644948006.jpg,Casablanca,5 Déc,Annonce de professionnel,245 000
 Jeep Cherokee -2015 ,https://www.avito.ma/thumbs/47/4740737475.jpg,Fès,26 Mar,Annonce de professionnel,246 000
 Mercedes -benze -2015 ,https://www.avito.ma/thumbs/92/9203639455.jpg,Casablanca,31 Jan,Annonce de professionnel,246 000
 Toyota hilux 4x4 double cabine -2015 ,https://www.avito.ma/thumbs/27/2775981235.jpg,Tanger,24 Mar,Annonce de professionnel,250 000
 Tiguan 2019 -2016 ,https://www.avito.ma/thumbs/28/2882482481.jpg,Casablanca,7 Mar,Annonce de professionnel,245 000
 sprinter 17 places confortables -2010 ,https://www.avito.ma/thumbs/44/4480615432.jpg,Marrakech,23 Mar,Annonce de professionnel,250 000
 golf 7 gtd -2016 ,https://www.avito.ma/thumbs/43/4369670014.jpg,Casablanca,22 Mar,Annonce de professionnel,250 000
 évoque prestige sd4 dynamique -2015 ,https://www.avito.ma/thumbs/17/1780600346.jpg,Agadir,25 Fév,Annonce de professionnel,250 000
 Volkswagen Touran Diesel -2017 ,https://www.avito.ma/thumbs/88/8800832960.jpg,Oujda,27 Jan,Annonce de professionnel,250 000
 mitsubishi canter -2013 ,https://www.avito.ma/thumbs/02/0242843391.jpg,Casablanca,10 Fév,Annonce de professionnel,255 000
 Man tga ,https://www.avito.ma/thumbs/51/5165168380.jpg,Marrakech,21 Déc,Annonce de professionnel,250 000
 Volkswagen -2015 ,https://www.avito.ma/thumbs/99/9944323228.jpg,Kénitra,7 Fév,Annonce de professionnel,255 000
 Camion grue permis B ,https://www.avito.ma/thumbs/51/5176238599.jpg,Tanger,21 Déc,Annonce de professionnel,250 000
 tiguan 2015 -2019 ,https://www.avito.ma/thumbs/51/5127529059.jpg,Tanger,21 Déc,Annonce de professionnel,250 000
 Balayeuse de voirie -2013 ,https://www.avito.ma/thumbs/51/5135728606.jpg,Salé,21 Déc,Annonce de professionnel,250 000
 CATERPILLAR 317BL Pelle sur Chenilles ,https://www.avito.ma/thumbs/50/5047089680.jpg,Marrakech,20 Déc,Annonce de professionnel,250 000
 Land rover -2013 ,https://www.avito.ma/thumbs/50/5027960162.jpg,Casablanca,20 Déc,Annonce de professionnel,250 000
 BMW 525 D ,https://www.avito.ma/thumbs/50/5030055424.jpg,Larache,20 Déc,Annonce de professionnel,250 000
 Mercedes-Benz classe CLA 220 a vendre -2015 ,https://www.avito.ma/thumbs/31/3162657792.jpg,Agadir,10 Mar,Annonce de professionnel,260 000
 Volkswagen Tiguan R-Line -2013 ,https://www.avito.ma/thumbs/92/9259940167.jpg,Nador,31 Jan,Annonce de professionnel,259 000
 Range Rover Evoque -2012 ,https://www.avito.ma/thumbs/31/3157938334.jpg,Marrakech,10 Mar,Annonce de professionnel,260 000
 Opel grand land x -2019 ,https://www.avito.ma/thumbs/30/3063481749.jpg,Safi,9 Mar,Annonce de professionnel,260 000
 Volkswagen -2017 ,https://www.avito.ma/thumbs/68/6839525239.jpg,Béni Mellal,7 Jan,Annonce de professionnel,259 000
 Hyundai Santa fe -2016 ,https://www.avito.ma/thumbs/26/2673222001.jpg,Meknès,6 Jan,Annonce de professionnel,259 000
 Jeep Grand Cherokee Overland Pack chrome -2014 ,https://www.avito.ma/thumbs/06/0682962218.jpg,Fès,6 Nov,Annonce de professionnel,259 000
 Volkswagen Tiguan -2016 ,https://www.avito.ma/thumbs/49/4915818127.jpg,Salé,Aujourd'hui,Annonce de professionnel,260 000
 Land Rover autobiography Sport -2012 ,https://www.avito.ma/thumbs/04/0402873550.jpg,Fès,26 Fév,Annonce de professionnel,260 000
